generation;exp_num;collapsed;val_acc;train_acc;lr;num_conv_layers;num_channels;kernels;padding;conv_type;pooling_a_conv;pooling_final;fc_layer;arch_order;in_features
6;3;True;0.073704;0.035407;0.000550;6;[10, 26, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
7;1;True;0.074444;0.033704;0.000550;6;[10, 20, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
7;2;True;0.074444;0.035778;0.000550;5;[10, 20, 48, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
7;3;True;0.073704;0.037111;0.000600;6;[10, 26, 48, 48, 48, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
8;1;True;0.073704;0.037111;0.000600;5;[10, 26, 48, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
8;2;True;0.074815;0.037852;0.000550;7;[10, 26, 48, 48, 54, 54, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
8;3;True;0.074074;0.037333;0.000500;6;[10, 26, 48, 48, 48, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
9;1;True;0.073704;0.036074;0.000650;6;[10, 32, 48, 48, 54, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
9;2;True;0.074074;0.037111;0.000600;6;[10, 26, 48, 48, 54, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
9;3;True;0.074444;0.037259;0.000550;7;[10, 26, 48, 48, 54, 54, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
10;1;True;0.073704;0.037111;0.000600;7;[10, 32, 48, 54, 54, 54, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
10;2;True;0.074074;0.037037;0.000600;6;[10, 32, 42, 48, 54, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
10;3;True;0.074074;0.035333;0.000600;6;[10, 32, 48, 54, 54, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
11;1;True;0.073704;0.036963;0.000550;7;[10, 32, 42, 48, 54, 54, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
11;2;True;0.073704;0.037037;0.000600;5;[10, 32, 42, 48, 54];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
11;3;True;0.074074;0.037185;0.000600;7;[10, 32, 42, 48, 48, 54, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
12;1;True;0.074074;0.036296;0.000500;6;[16, 32, 42, 48, 54, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
12;2;True;0.074074;0.037037;0.000550;6;[10, 32, 42, 48, 48, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
12;3;True;0.074074;0.037185;0.000500;6;[10, 32, 42, 48, 54, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
13;1;True;0.072963;0.037778;0.000600;6;[10, 32, 42, 48, 48, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
13;2;True;0.074444;0.036963;0.000500;7;[10, 32, 42, 42, 48, 54, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
13;3;True;0.074815;0.037111;0.000550;5;[10, 32, 42, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
14;1;True;0.073704;0.037037;0.000550;5;[10, 32, 42, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
14;2;True;0.074074;0.037037;0.000600;6;[10, 38, 42, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
14;3;True;0.073704;0.036370;0.000550;7;[10, 32, 42, 42, 48, 48, 48];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
15;1;True;0.074074;0.036074;0.000550;8;[10, 38, 42, 48, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5, 5, 5];[2, 2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
15;2;True;0.073333;0.036222;0.000600;6;[10, 26, 42, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
15;3;True;0.075556;0.035259;0.000550;6;[10, 32, 42, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
16;1;True;0.074444;0.037037;0.000600;7;[10, 26, 36, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
16;2;True;0.074444;0.037111;0.000600;7;[10, 26, 42, 48, 48, 48, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;832;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
16;3;True;0.075556;0.037111;0.000600;5;[10, 32, 42, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
17;1;True;0.074074;0.037185;0.000550;6;[10, 26, 42, 48, 48, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;832;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
17;2;True;0.074444;0.037037;0.000550;7;[10, 26, 42, 48, 48, 48, 54];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
17;3;True;0.074074;0.037037;0.000600;6;[10, 26, 42, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
18;1;True;0.074444;0.036519;0.000650;6;[10, 32, 42, 48, 48, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;960;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
18;2;True;0.074444;0.037185;0.000600;5;[10, 20, 42, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;832;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
18;3;True;0.073333;0.037704;0.000550;6;[10, 20, 42, 48, 48, 54];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;832;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
19;1;True;0.072963;0.037630;0.000550;7;[10, 20, 42, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;832;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
19;2;True;0.074815;0.037185;0.000550;7;[10, 26, 42, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5, 5];[2, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;832;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
19;3;True;0.074074;0.037111;0.000550;6;[10, 20, 42, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;960;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72



0;1;True;0.073704;0.037333;0.000200;6;[16, 38, 48, 48, 48, 60];[3, 9, 5, 3, 9, 5];[2, 2, 2, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;2;True;0.074074;0.040667;0.000150;4;[10, 38, 42, 42];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;3;True;0.072222;0.043630;0.000050;3;[28, 38, 38];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
1;1;False;0.120370;0.143630;0.000050;4;[16, 38, 42, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;624;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;2;False;0.126667;0.104074;0.000050;4;[16, 38, 48, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;3;True;0.075185;0.042296;0.000050;3;[16, 38, 42];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
2;1;False;0.111852;0.133037;0.000050;4;[16, 38, 48, 54];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;816;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;2;False;0.121852;0.132963;0.000100;4;[16, 38, 48, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;3;True;0.072593;0.037778;0.000050;3;[10, 38, 48];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
3;1;True;0.075556;0.039556;0.000150;4;[22, 38, 48, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;2;False;0.124074;0.109926;0.000050;3;[16, 32, 48];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
3;3;False;0.118272;0.163259;0.000100;4;[16, 38, 48, 54];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;1;True;0.072963;0.037704;0.000100;3;[16, 32, 48];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
4;2;True;0.074444;0.037259;0.000100;2;[10, 32];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
4;3;False;0.113827;0.141037;0.000050;4;[10, 32, 48, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;1;False;0.073704;0.081630;0.000100;3;[16, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
5;2;True;0.074074;0.037259;0.000100;3;[10, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
5;3;True;0.074074;0.037111;0.000100;2;[16, 32];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
6;1;True;0.074444;0.035852;0.000100;2;[22, 32];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;816;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
6;2;True;0.074815;0.037852;0.000100;3;[16, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
6;3;True;0.074815;0.037556;0.000150;3;[16, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
7;1;True;0.073704;0.037111;0.000150;2;[16, 26];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;816;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
7;2;False;0.091111;0.092815;0.000050;3;[16, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
