generation;exp_num;collapsed;val_acc;train_acc;lr;num_conv_layers;num_channels;kernels;padding;conv_type;pooling_a_conv;pooling_final;fc_layer;arch_order;in_features
14;3;False;0.081852;0.262148;0.000050;9;[10, 14, 14, 20, 32, 38, 44, 44, 44];[7, 7, 5, 3, 5, 5, 5, 3, 3];[2, 1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
15;1;False;0.106667;0.158667;0.000050;9;[10, 14, 14, 20, 38, 44, 44, 44, 44];[5, 7, 3, 3, 7, 5, 5, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
15;2;False;0.095556;0.347481;0.000050;9;[10, 14, 14, 20, 38, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
15;3;False;0.107778;0.252519;0.000050;10;[10, 14, 14, 20, 38, 44, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1200;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
16;1;False;0.092593;0.163926;0.000050;10;[10, 14, 14, 20, 38, 44, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;max;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
16;2;False;0.104444;0.357037;0.000050;9;[10, 14, 14, 20, 38, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
16;3;False;0.110000;0.352148;0.000050;9;[10, 14, 14, 20, 38, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
17;1;False;0.107407;0.354370;0.000050;9;[10, 14, 14, 20, 38, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
17;2;False;0.098148;0.260889;0.000050;10;[10, 14, 14, 20, 38, 44, 44, 44, 44, 50];[5, 7, 3, 3, 5, 5, 5, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
17;3;False;0.107407;0.244148;0.000050;10;[10, 14, 14, 20, 38, 38, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
18;1;False;0.102222;0.331926;0.000050;11;[10, 14, 14, 20, 38, 44, 44, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
18;2;False;0.107037;0.164000;0.000050;10;[10, 14, 14, 20, 44, 44, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 7, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1072;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
18;3;False;0.123704;0.192074;0.000050;9;[10, 14, 14, 26, 38, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1200;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72


0;1;False;0.105926;0.129704;0.000050;9;[10, 14, 20, 26, 38, 38, 44, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;2;False;0.101481;0.117630;0.000050;9;[10, 14, 20, 26, 38, 38, 44, 44, 50];[5, 5, 5, 5, 5, 5, 5, 5, 5];[2, 2, 2, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;3;False;0.101975;0.154444;0.000050;9;[10, 14, 20, 20, 32, 38, 44, 44, 44];[3, 3, 3, 3, 3, 3, 3, 3, 3];[1, 1, 1, 0, 0, 0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1200;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;1;False;0.111111;0.091185;0.000050;8;[10, 14, 20, 26, 38, 38, 44, 44];[5, 3, 3, 5, 5, 5, 5, 7];[1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;max;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;2;False;0.106296;0.129556;0.000050;9;[10, 14, 20, 20, 38, 38, 44, 44, 44];[3, 3, 3, 3, 5, 5, 5, 7, 7];[2, 1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;3;False;0.113333;0.162741;0.000050;9;[10, 20, 20, 26, 38, 38, 44, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;1;False;0.120000;0.162815;0.000050;8;[10, 20, 20, 26, 38, 38, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7];[1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;max;1584;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;2;False;0.098642;0.141259;0.000050;9;[10, 20, 20, 26, 38, 38, 44, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;3;False;0.095432;0.141778;0.000050;10;[10, 14, 20, 26, 38, 38, 44, 44, 44, 44];[3, 3, 3, 5, 5, 5, 7, 7, 7, 7];[2, 2, 2, 2, 2, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;1;False;0.115926;0.163556;0.000050;9;[10, 20, 20, 26, 38, 38, 44, 44, 50];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;2;False;0.103333;0.126000;0.000050;9;[10, 20, 20, 26, 38, 38, 44, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;3;False;0.090494;0.087481;0.000050;9;[10, 20, 20, 32, 38, 38, 44, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;1;False;0.111358;0.147481;0.000050;9;[10, 20, 20, 32, 38, 38, 44, 44, 50];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1584;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;2;False;0.098889;0.152444;0.000050;10;[10, 20, 20, 26, 38, 38, 44, 44, 44, 50];[3, 3, 3, 5, 5, 5, 5, 7, 7, 7];[2, 2, 2, 2, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;3;False;0.096296;0.100370;0.000050;8;[10, 20, 20, 32, 38, 38, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7];[1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;1;False;0.095062;0.150815;0.000050;10;[16, 20, 20, 32, 38, 38, 44, 44, 50, 50];[3, 3, 3, 5, 5, 5, 7, 7, 7, 7];[2, 2, 2, 2, 2, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;2;False;0.106914;0.121259;0.000050;10;[10, 20, 20, 32, 38, 38, 44, 44, 44, 50];[3, 3, 3, 5, 5, 5, 5, 7, 7, 7];[2, 2, 2, 2, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;max;1712;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;3;False;0.116296;0.145704;0.000050;9;[10, 20, 20, 38, 38, 38, 44, 44, 50];[3, 3, 3, 5, 5, 5, 5, 7, 7];[2, 2, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72



0;1;False;0.098519;0.235259;0.000050;8;[10, 20, 20, 26, 38, 38, 44, 44];[3, 3, 3, 5, 5, 5, 5, 7];[1, 1, 1, 1, 1, 1, 1, 1];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;max;1584;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;2;False;0.093333;0.108815;0.000050;9;[10, 14, 14, 26, 38, 44, 44, 44, 44];[5, 7, 3, 3, 5, 5, 5, 3, 3];[1, 1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1200;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;3;False;0.104815;0.130519;0.000050;7;[10, 14, 32, 32, 32, 32, 32];[3, 5, 3, 3, 5, 5, 5];[1, 1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;1;False;0.111358;0.106519;0.000050;8;[10, 14, 32, 32, 32, 32, 32, 38];[3, 5, 3, 3, 5, 5, 5, 5];[1, 1, 1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;2;False;0.115432;0.148741;0.000050;6;[10, 14, 32, 32, 32, 38];[3, 5, 3, 3, 5, 7];[1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;3;False;0.116049;0.136593;0.000050;6;[10, 14, 32, 32, 32, 38];[3, 5, 3, 3, 5, 5];[1, 1, 1, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;1;False;0.115432;0.131259;0.000050;6;[10, 14, 32, 32, 32, 44];[3, 5, 5, 3, 5, 5];[1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;2;False;0.105185;0.127481;0.000050;5;[10, 14, 32, 32, 32];[3, 5, 3, 3, 7];[1, 1, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];avg;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;3;False;0.108642;0.125926;0.000050;6;[10, 14, 26, 32, 32, 38];[3, 5, 3, 5, 5, 5];[1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;1;False;0.102469;0.129111;0.000050;6;[10, 14, 32, 32, 32, 50];[3, 5, 5, 3, 5, 7];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;2;False;0.116667;0.138593;0.000050;6;[10, 14, 32, 32, 38, 44];[3, 5, 5, 3, 5, 5];[1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;3;False;0.106049;0.123778;0.000050;5;[10, 14, 26, 32, 32];[3, 5, 5, 3, 5];[1, 1, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;max;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;1;False;0.117531;0.127926;0.000050;6;[10, 14, 32, 32, 38, 44];[3, 5, 5, 3, 7, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;2;False;0.126296;0.173778;0.000050;6;[10, 20, 32, 32, 38, 44];[3, 3, 5, 3, 5, 5];[1, 1, 1, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;3;False;0.118642;0.150148;0.000050;5;[10, 14, 32, 38, 38];[3, 5, 5, 3, 5];[1, 1, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;1;False;0.116296;0.186667;0.000050;7;[10, 20, 32, 38, 38, 44, 44];[3, 3, 5, 3, 5, 5, 5];[1, 1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1456;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;2;False;0.116790;0.143407;0.000050;6;[10, 14, 32, 32, 38, 44];[3, 3, 5, 3, 5, 5];[1, 1, 1, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;max;1200;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;3;False;0.096914;0.128444;0.000050;6;[10, 20, 26, 32, 38, 44];[3, 3, 3, 3, 5, 5];[1, 1, 0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1328;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
